,satisfaction_level,average_montly_hours,promotion_last_5years,high,low,medium,0
2009,0.74,268,0,0,1,0,0.0
2953,0.67,159,0,0,0,1,0.0
10198,0.9,160,0,0,0,1,
12208,0.44,128,0,0,1,0,
13701,0.64,157,0,0,1,0,
8034,0.9,270,0,0,0,1,
4021,1.0,106,0,0,1,0,0.0
11971,0.85,150,0,1,0,0,
304,0.89,255,0,0,0,1,0.0
4078,1.0,202,0,0,0,1,0.0
559,0.11,296,0,0,1,0,0.0
4478,0.79,139,0,0,1,0,0.0
7401,0.94,228,0,0,1,0,
8683,0.23,213,0,0,0,1,
10727,0.97,153,0,0,1,0,
12771,0.1,309,0,0,0,1,
5015,0.56,270,0,0,0,1,
5847,0.77,221,0,0,1,0,
9192,0.4,146,0,0,0,1,
6326,0.71,206,0,0,0,1,
3174,0.71,189,0,0,0,1,0.0
8352,0.73,227,0,1,0,0,
7790,0.28,184,0,0,1,0,
8767,0.89,231,0,0,0,1,
4086,0.16,238,0,0,0,1,0.0
889,0.11,281,0,0,0,1,1.0
9864,0.76,196,0,0,0,1,
3406,0.6,192,0,0,1,0,0.0
13674,0.8,246,1,0,1,0,
1423,0.39,146,0,0,1,0,0.0
377,0.44,158,0,0,0,1,0.0
1245,0.1,288,0,0,0,1,0.0
7654,0.81,205,0,0,0,1,
12643,0.37,148,0,0,1,0,
13638,0.84,236,0,0,1,0,
452,0.1,286,0,0,0,1,0.0
8363,0.12,229,0,0,0,1,
11888,0.7,194,0,0,1,0,
5640,0.21,165,0,0,1,0,
14010,0.72,256,1,0,0,1,
99,0.9,221,0,0,0,1,0.0
3675,0.64,165,0,0,1,0,0.0
6976,0.64,192,0,0,0,1,
6221,0.91,197,0,0,0,1,
13707,0.31,266,0,0,1,0,
12288,0.82,232,0,0,1,0,
12032,0.4,145,0,0,1,0,
4149,0.62,136,0,0,0,1,0.0
11842,0.68,258,0,1,0,0,
14891,0.85,246,0,0,0,1,
9454,0.99,177,0,0,1,0,
10215,0.65,186,0,0,1,0,
14854,0.37,148,0,0,1,0,
1418,0.1,296,0,0,1,0,0.0
5841,0.61,216,0,0,1,0,
8300,0.75,192,0,0,0,1,
9505,0.25,265,0,0,1,0,
11249,0.75,222,0,0,0,1,
11528,0.89,251,0,1,0,0,
4558,0.8,183,1,0,1,0,
5169,0.51,140,0,1,0,0,
7288,0.71,100,0,0,0,1,
6837,0.6,145,0,0,0,1,
6831,0.72,242,0,0,0,1,
9768,0.76,175,0,0,0,1,
10557,0.81,101,0,0,0,1,
10532,0.52,268,0,0,1,0,
6298,0.6,187,0,0,0,1,
13479,0.49,211,0,1,0,0,
14526,0.73,245,0,0,1,0,
12908,0.95,228,0,0,0,1,
4603,0.68,254,0,0,1,0,
2957,0.75,269,0,0,0,1,1.0
1540,0.42,145,0,0,1,0,0.0
12133,0.44,138,0,0,1,0,
8461,0.95,139,0,0,0,1,
8108,0.67,269,0,0,0,1,
12781,0.91,232,0,0,1,0,
174,0.7,274,0,0,1,0,0.0
2390,0.54,141,0,0,1,0,0.0
6165,0.27,193,0,0,0,1,
5705,0.9,260,0,0,0,1,
3184,0.6,230,0,0,0,1,0.0
13956,0.27,108,0,0,0,1,
6466,0.39,132,0,0,1,0,
5334,0.85,254,0,0,1,0,
5396,0.87,248,0,0,0,1,
9205,0.92,191,0,0,1,0,
4999,0.64,268,0,0,1,0,
7852,0.82,149,0,1,0,0,
8315,0.33,216,0,1,0,0,
5794,0.8,154,0,0,0,1,
6681,0.54,164,0,1,0,0,
8310,0.28,127,0,1,0,0,
1535,0.39,148,0,0,1,0,0.0
1360,0.11,262,0,0,1,0,0.0
1873,0.09,279,0,0,1,0,0.0
13536,0.53,180,0,0,0,1,
14981,0.73,162,0,0,1,0,
14421,0.43,156,0,0,1,0,
7815,0.98,274,0,0,1,0,
12418,0.42,199,0,0,0,1,
14748,0.45,154,0,0,0,1,
13497,0.76,170,0,0,0,1,
10455,0.52,170,0,0,1,0,
7176,0.84,149,0,0,0,1,
12514,0.83,275,0,0,1,0,
14178,0.82,148,0,0,1,0,
14226,0.38,143,0,0,1,0,
14244,0.45,140,0,0,1,0,
4809,0.86,160,0,0,0,1,
8280,0.66,182,0,0,1,0,
7665,0.46,101,0,0,1,0,
9502,0.73,166,0,0,1,0,
5692,0.79,161,0,1,0,0,
6515,0.32,167,0,0,0,1,
5116,0.85,243,1,0,0,1,
4005,0.56,197,0,1,0,0,0.0
6013,0.8,166,0,0,0,1,
7441,0.92,191,0,0,0,1,
9958,0.91,179,0,0,1,0,
8518,0.59,194,0,0,1,0,
10316,0.67,171,0,0,0,1,
4289,0.8,188,0,1,0,0,0.0
3573,0.76,266,0,0,0,1,0.0
8247,0.99,209,0,0,1,0,
11450,0.74,180,0,1,0,0,
12599,0.11,307,0,0,1,0,
13258,0.36,155,0,0,0,1,
14282,0.09,275,0,0,0,1,
12114,0.84,234,0,0,0,1,
225,0.9,258,0,0,1,0,0.0
10244,0.97,147,0,0,0,1,
2803,0.74,185,0,0,1,0,0.0
7405,0.55,140,0,0,0,1,
1082,0.87,231,0,0,0,1,0.0
14735,0.75,221,0,0,1,0,
706,0.79,226,0,0,1,0,0.0
8171,0.83,225,0,0,1,0,
11570,0.92,178,0,0,1,0,
13709,0.56,264,0,0,1,0,
11481,0.83,157,0,0,0,1,
10082,0.73,229,0,0,0,1,
10480,0.81,215,0,0,1,0,
10829,0.53,274,0,0,0,1,
13221,0.62,269,0,0,0,1,
8550,0.99,183,0,0,1,0,
1828,0.3,257,0,0,1,0,0.0
568,0.44,134,0,0,0,1,0.0
14976,0.4,136,0,0,0,1,
8994,0.58,130,0,0,0,1,
1987,0.84,238,0,0,0,1,0.0
5916,0.48,180,0,0,1,0,
13886,0.17,154,0,0,0,1,
13610,0.51,258,0,0,0,1,
11550,0.63,258,0,0,0,1,
3709,0.69,267,0,0,1,0,0.0
5200,0.77,216,0,0,0,1,
8969,0.58,222,0,0,0,1,
5576,0.72,193,0,0,0,1,
6093,0.7,143,0,1,0,0,
2897,0.97,156,0,0,1,0,0.0
11533,0.6,211,0,0,1,0,
4888,0.79,197,0,0,0,1,
10883,0.48,198,0,0,1,0,
2166,0.75,129,0,0,0,1,0.0
14013,0.9,245,0,0,1,0,
9593,0.65,248,0,0,1,0,
2022,0.75,144,0,1,0,0,0.0
11873,0.69,174,0,0,0,1,
12165,0.11,296,0,0,1,0,
1422,0.1,269,0,0,1,0,0.0
10128,0.64,143,0,1,0,0,
13700,0.59,157,0,0,0,1,
2278,0.78,151,0,0,1,0,0.0
9253,0.59,153,0,0,1,0,
6296,0.77,162,0,0,0,1,
8284,0.64,150,0,0,0,1,
2036,0.19,191,0,0,1,0,0.0
343,0.41,143,0,0,0,1,0.0
5451,0.81,202,0,0,1,0,
8620,0.74,228,0,0,1,0,
11891,0.49,148,1,1,0,0,
8948,0.75,237,0,0,1,0,
7677,0.5,239,0,0,0,1,
4160,0.68,162,0,0,0,1,0.0
1934,0.78,225,0,0,0,1,0.0
6750,0.67,194,0,0,0,1,
7293,0.97,152,0,0,0,1,
10669,0.72,172,0,0,0,1,
9584,0.46,183,0,0,0,1,
3355,0.71,261,0,0,0,1,0.0
6099,0.87,266,0,1,0,0,
4366,0.39,152,0,0,1,0,0.0
2154,0.38,252,0,0,1,0,0.0
14320,0.4,155,0,0,0,1,
1060,0.36,152,0,0,1,0,0.0
1747,0.39,159,0,0,0,1,0.0
13284,0.49,181,0,0,0,1,
14173,0.92,104,0,0,1,0,
10361,0.52,166,0,0,0,1,
2201,0.17,197,0,0,1,0,0.0
3604,0.7,180,0,0,1,0,1.0
14825,0.09,296,0,0,0,1,
8104,0.87,151,0,0,0,1,
12543,0.89,237,0,0,0,1,
5850,0.83,150,0,0,1,0,
12051,0.44,135,0,0,1,0,
961,0.73,270,0,0,0,1,0.0
6760,0.94,278,0,0,1,0,
4274,0.59,181,0,0,0,1,0.0
14167,0.85,152,0,0,1,0,
14111,0.83,222,0,0,0,1,
3377,0.13,234,0,0,0,1,0.0
13310,0.61,142,0,1,0,0,
5625,0.64,179,0,0,0,1,
923,0.44,156,0,0,0,1,0.0
14908,0.1,251,0,0,1,0,
1547,0.09,250,0,0,0,1,1.0
8688,0.65,101,0,0,0,1,
724,0.45,146,0,0,0,1,0.0
5686,0.99,200,0,0,1,0,
12969,0.51,261,0,0,1,0,
7691,0.67,152,0,0,0,1,
14393,0.89,257,0,0,0,1,
2531,0.44,162,0,0,0,1,0.0
11454,0.2,113,0,1,0,0,
12890,0.63,200,0,0,1,0,
1961,0.11,280,0,0,1,0,0.0
5727,0.83,192,0,0,1,0,
12139,0.73,257,0,0,1,0,
13580,0.86,177,0,0,0,1,
7795,0.83,272,0,0,0,1,
10951,0.92,113,0,0,1,0,
7340,0.67,229,0,0,0,1,
3650,0.72,197,0,0,0,1,0.0
3900,0.85,137,0,0,1,0,0.0
847,0.79,227,0,0,0,1,0.0
10894,0.92,149,0,0,0,1,
14327,0.86,263,0,0,0,1,
4769,0.13,149,0,0,1,0,
11976,0.9,133,0,0,0,1,
11058,0.49,140,0,1,0,0,
3290,0.58,233,0,0,1,0,0.0
11138,0.75,247,0,1,0,0,
10336,0.85,273,0,0,1,0,
8107,0.72,231,0,0,0,1,
6089,0.87,236,0,0,0,1,
548,0.85,270,0,0,1,0,0.0
14046,0.16,218,0,1,0,0,
4443,0.62,174,0,0,1,0,0.0
7735,0.94,229,0,0,1,0,
7025,0.93,145,0,0,0,1,
1590,0.43,147,0,0,0,1,0.0
7821,0.42,240,0,0,0,1,
3091,0.49,136,0,0,1,0,1.0
10017,0.89,196,0,0,0,1,
12224,0.4,149,0,0,1,0,
6438,0.83,262,0,0,0,1,
8264,0.84,234,0,0,0,1,
1670,0.44,141,0,0,0,1,0.0
6159,0.63,146,0,0,1,0,
11571,0.79,149,0,0,1,0,
11829,0.64,252,0,0,0,1,
4720,0.56,225,0,1,0,0,
14294,0.84,249,0,0,1,0,
1835,0.54,165,0,0,1,0,0.0
14435,0.4,149,0,0,1,0,
9485,0.42,160,0,0,1,0,
215,0.36,155,0,0,1,0,0.0
14956,0.37,148,0,0,1,0,
11955,0.83,255,0,0,1,0,
1203,0.42,259,0,1,0,0,0.0
9151,0.86,180,0,0,0,1,
5162,0.61,186,0,0,0,1,
3322,1.0,191,0,0,1,0,0.0
5966,0.7,273,0,0,0,1,
10098,0.73,266,0,0,1,0,
11384,0.43,119,0,0,1,0,
7344,0.45,172,0,0,1,0,
3442,0.99,190,0,0,1,0,0.0
6499,0.85,260,0,0,1,0,
4671,0.55,101,0,0,0,1,
12596,0.86,222,0,0,1,0,
6900,0.79,222,0,0,0,1,
4296,0.84,217,0,0,1,0,0.0
10081,0.73,208,0,0,0,1,
9928,0.54,206,0,0,0,1,
13633,0.55,254,0,1,0,0,
12889,0.16,173,0,1,0,0,
6181,0.58,197,0,0,0,1,
3170,0.84,186,0,0,0,1,0.0
14215,0.37,159,0,0,1,0,
4742,0.5,165,0,0,0,1,
9710,0.87,202,0,1,0,0,
14197,0.48,142,0,0,0,1,
3440,0.96,140,0,0,1,0,0.0
3482,0.78,137,0,0,1,0,0.0
11556,0.56,248,0,0,0,1,
3420,0.59,235,0,0,0,1,0.0
14120,0.85,186,0,0,0,1,
1933,0.43,157,0,0,0,1,0.0
11850,0.16,178,0,0,1,0,
6699,0.79,270,0,0,1,0,
3741,0.66,155,0,0,0,1,0.0
9105,0.83,250,0,0,1,0,
5091,0.58,225,0,1,0,0,
7558,0.8,172,0,0,1,0,
7231,0.98,209,0,0,1,0,
5472,0.19,181,0,0,0,1,
5566,0.98,191,0,0,1,0,
9369,0.77,141,0,0,1,0,
12884,0.63,163,0,1,0,0,
9961,0.81,219,0,0,1,0,
6694,0.86,229,0,0,1,0,
5559,0.74,175,0,1,0,0,
7168,0.92,210,0,0,1,0,
941,0.43,136,0,0,1,0,0.0
2982,0.64,181,0,0,1,0,0.0
4451,0.87,187,0,0,1,0,0.0
5227,0.64,181,0,1,0,0,
11457,0.4,127,0,0,1,0,
14603,0.84,261,0,0,1,0,
481,0.1,274,0,0,1,0,0.0
10799,0.78,236,0,1,0,0,
7356,0.52,225,0,0,0,1,
8119,0.18,154,0,0,0,1,
7318,0.49,245,0,0,1,0,
6542,0.71,251,0,0,1,0,
14295,0.11,291,0,0,1,0,
14798,0.8,211,0,0,1,0,
436,0.11,261,0,0,1,0,0.0
10461,0.97,167,0,0,1,0,
4459,0.69,273,0,0,0,1,0.0
11372,0.98,185,0,0,0,1,
3227,0.56,143,0,0,0,1,0.0
1129,0.11,290,0,0,0,1,0.0
1125,0.39,158,0,1,0,0,0.0
8717,0.45,193,0,0,1,0,
8531,0.96,168,0,0,0,1,
14617,0.73,241,0,0,1,0,
7669,0.82,210,0,0,1,0,
3289,0.96,170,0,1,0,0,0.0
11185,0.57,100,1,0,0,1,
14715,0.78,217,0,0,0,1,
11084,0.93,233,0,0,0,1,
1013,0.11,248,0,0,0,1,0.0
1970,0.53,132,0,0,1,0,0.0
11559,0.74,194,0,0,0,1,
555,0.1,281,0,0,1,0,0.0
14163,0.52,239,0,0,0,1,
1241,0.43,148,0,0,0,1,0.0
3345,0.17,284,0,0,0,1,0.0
13243,0.95,153,0,0,1,0,
4570,0.66,217,0,0,0,1,
5213,0.17,271,0,0,0,1,
11063,0.8,203,0,0,0,1,
13358,0.57,250,0,0,1,0,
124,0.46,138,0,0,1,0,0.0
2569,0.79,165,0,0,1,0,0.0
14407,0.27,278,0,0,1,0,
10947,0.94,196,0,0,0,1,
8088,0.63,171,0,0,1,0,
13441,0.99,142,0,1,0,0,
13263,0.54,158,0,0,0,1,
1813,0.1,271,0,0,1,0,0.0
11041,0.48,268,0,0,1,0,
10492,0.51,260,0,0,1,0,
4741,0.61,271,0,0,0,1,
12589,0.39,155,0,0,1,0,
9073,0.63,173,0,0,0,1,
4898,0.95,144,0,0,0,1,
13141,0.8,271,0,0,1,0,
1528,0.41,160,0,0,1,0,0.0
11340,0.77,139,0,0,1,0,
12942,0.89,176,0,1,0,0,
6901,1.0,171,0,0,0,1,
2532,0.75,193,0,0,0,1,0.0
4730,0.69,224,1,0,1,0,
8868,0.98,243,0,0,1,0,
9425,0.57,100,0,0,1,0,
9609,0.99,246,0,0,1,0,
12315,0.73,245,0,0,1,0,
858,0.74,253,0,0,1,0,0.0
5351,0.76,271,0,0,1,0,
4394,0.81,143,0,0,0,1,0.0
14843,0.11,260,0,0,1,0,
6349,0.34,116,0,0,1,0,
10026,0.56,141,0,0,1,0,
5985,0.62,251,0,1,0,0,
14762,0.75,254,0,0,1,0,
13112,0.66,234,0,0,0,1,
14182,0.85,150,0,1,0,0,
1651,0.11,244,0,0,1,0,0.0
2466,0.85,139,0,0,1,0,0.0
9535,0.9,135,0,0,1,0,
5883,0.97,203,0,0,1,0,
983,0.43,139,0,0,1,0,0.0
6576,0.86,196,0,0,1,0,
9412,0.65,137,0,1,0,0,
14900,0.37,154,0,0,0,1,
2869,0.99,193,0,0,0,1,1.0
453,0.37,145,0,0,0,1,0.0
9254,0.64,267,0,0,1,0,
13504,0.87,170,0,0,1,0,
4337,0.78,154,0,0,1,0,0.0
8012,0.79,184,0,0,1,0,
1080,0.86,238,0,0,0,1,0.0
12518,0.44,151,0,0,1,0,
13443,0.65,201,0,0,1,0,
11065,0.43,109,0,0,1,0,
6537,0.49,245,0,0,1,0,
8849,0.97,221,0,0,0,1,
8395,0.63,210,0,0,0,1,
8536,0.53,148,0,0,0,1,
735,0.83,258,0,1,0,0,0.0
10825,0.73,249,0,0,0,1,
1830,0.39,151,0,0,0,1,0.0
11067,0.51,185,0,0,1,0,
11960,0.82,198,0,0,1,0,
3883,0.49,181,0,0,0,1,0.0
10407,0.73,216,0,0,1,0,
8480,0.56,184,0,0,1,0,
658,0.38,146,0,0,1,0,0.0
9550,0.72,138,0,0,1,0,
12550,0.11,298,0,0,1,0,
3230,0.91,142,0,0,0,1,0.0
7702,0.91,206,0,0,1,0,
11753,0.5,154,0,0,0,1,
9580,0.59,145,0,0,0,1,
14829,0.45,148,0,1,0,0,
11986,0.48,142,0,0,0,1,
12486,0.38,135,0,0,1,0,
12936,0.52,225,0,0,1,0,
6596,0.88,236,0,0,0,1,
7982,0.79,131,0,0,1,0,
10150,0.61,266,0,0,0,1,
2884,0.75,251,0,0,0,1,0.0
3858,0.5,215,0,0,1,0,1.0
12659,0.77,221,0,0,0,1,
14873,0.1,275,0,0,1,0,
1455,0.45,155,0,0,1,0,0.0
4390,0.93,207,0,0,0,1,0.0
11670,0.5,144,0,0,0,1,
1174,0.09,294,0,0,1,0,0.0
9397,0.49,172,0,0,0,1,
13589,0.68,138,0,0,1,0,
14027,0.8,217,0,1,0,0,
12336,0.77,266,0,0,0,1,
7631,0.77,190,0,0,1,0,
3276,0.93,212,0,0,0,1,0.0
9876,0.93,271,0,0,1,0,
5466,1.0,264,0,0,0,1,
14101,0.39,185,1,1,0,0,
177,0.38,140,0,0,0,1,0.0
8037,0.14,275,0,1,0,0,
11470,0.48,208,0,0,1,0,
5720,0.82,232,0,0,1,0,
12503,0.43,155,0,0,0,1,
2326,0.56,212,0,0,0,1,0.0
11170,0.93,241,0,0,0,1,
370,0.37,142,0,0,1,0,0.0
14589,0.31,238,0,0,0,1,
1204,0.43,158,0,0,1,0,1.0
9524,0.74,168,0,0,1,0,
8856,0.6,265,0,0,0,1,
13901,0.83,220,0,0,1,0,
6729,0.87,197,0,0,1,0,
6997,0.78,257,0,0,0,1,
13652,0.61,134,0,0,0,1,
775,0.39,158,0,0,1,0,0.0
12261,0.82,263,0,0,0,1,
8820,0.23,175,0,0,1,0,
3983,0.59,257,0,0,1,0,0.0
13904,0.14,179,0,0,1,0,
3409,0.58,206,0,0,1,0,0.0
5025,0.57,270,0,0,1,0,
14292,0.38,151,0,0,1,0,
4854,0.79,209,0,0,0,1,
6226,0.87,224,0,0,1,0,
2848,0.53,207,0,0,1,0,0.0
8409,0.96,196,0,0,1,0,
10252,0.32,111,0,0,0,1,
8092,0.93,210,0,0,1,0,
708,0.11,255,0,0,1,0,0.0
6844,0.76,234,0,0,1,0,
251,0.79,254,0,0,1,0,0.0
6327,1.0,185,0,0,0,1,
12632,0.11,260,0,0,1,0,
11825,0.29,134,1,0,0,1,
6170,0.7,202,0,0,0,1,
3326,0.94,197,0,0,1,0,0.0
8066,0.97,206,0,0,0,1,
8923,0.83,186,0,0,0,1,
4022,0.68,183,0,0,1,0,0.0
14133,0.92,260,0,0,1,0,
6735,0.25,166,0,0,1,0,
4566,0.32,112,0,0,0,1,
128,0.09,250,0,0,1,0,0.0
10344,0.53,182,0,0,1,0,
5501,0.5,246,0,0,0,1,
13998,0.58,209,0,1,0,0,
3152,0.83,159,0,0,0,1,1.0
4269,0.21,245,0,1,0,0,0.0
11940,0.53,172,1,1,0,0,
11794,0.61,242,0,0,0,1,
9858,0.6,180,0,1,0,0,
459,0.4,137,0,0,0,1,0.0
9999,0.26,183,0,0,0,1,
1454,0.55,136,0,0,1,0,0.0
3256,0.95,242,0,0,0,1,0.0
13393,0.48,250,1,0,0,1,
12171,0.41,160,1,0,1,0,
101,0.36,147,0,0,0,1,0.0
6998,0.54,185,0,0,0,1,
11597,0.99,151,0,0,0,1,
4340,0.2,269,0,0,1,0,0.0
8595,0.87,257,0,0,1,0,
8637,0.89,223,0,0,1,0,
10848,0.83,98,0,0,1,0,
1928,0.1,280,0,0,1,0,0.0
3507,0.79,264,0,0,0,1,0.0
9215,0.57,192,0,0,0,1,
9153,0.41,236,0,0,0,1,
5296,0.89,164,0,0,1,0,
14387,0.41,148,0,0,1,0,
5186,0.78,200,0,0,1,0,
2510,0.76,258,0,0,1,0,0.0
6354,0.6,275,0,0,1,0,
4747,0.78,224,0,0,0,1,
8731,0.68,147,0,0,0,1,
2014,0.59,268,0,0,0,1,0.0
2138,0.67,157,0,0,0,1,0.0
2544,0.58,268,0,0,1,0,0.0
953,0.41,301,0,0,1,0,0.0
3533,0.66,229,0,0,0,1,0.0
8869,0.91,231,0,1,0,0,
2752,0.82,217,0,0,0,1,0.0
7253,0.94,159,0,0,0,1,
7121,0.93,148,0,0,1,0,
12199,0.77,226,0,0,1,0,
13716,0.65,204,0,0,1,0,
3141,0.84,255,0,0,0,1,0.0
3633,0.88,147,0,0,0,1,0.0
5117,0.79,250,1,0,0,1,
512,0.09,259,0,0,1,0,0.0
11147,0.57,250,0,0,1,0,
1652,0.87,250,0,0,1,0,0.0
11980,0.79,223,0,0,0,1,
13269,0.49,140,0,1,0,0,
1981,0.76,220,0,0,0,1,0.0
12252,0.19,192,0,0,1,0,
3745,0.52,225,0,0,0,1,0.0
904,0.45,142,0,0,1,0,0.0
14978,0.4,144,0,0,0,1,
9,0.42,142,0,0,1,0,0.0
10053,0.62,212,0,0,0,1,
6468,0.41,167,0,0,1,0,
13014,0.5,204,0,1,0,0,
3334,0.99,261,0,1,0,0,0.0
6532,0.75,176,0,0,0,1,
7641,0.71,149,0,0,0,1,
12772,0.31,149,0,0,0,1,
14664,0.37,145,0,0,0,1,
11199,0.84,207,0,0,1,0,
6064,0.73,214,0,0,0,1,
2347,0.69,174,0,0,1,0,0.0
704,0.74,216,0,0,1,0,1.0
6261,0.94,220,0,0,1,0,
13364,0.37,146,0,0,0,1,
9424,0.93,181,0,0,1,0,
2883,0.57,202,0,0,0,1,0.0
13694,0.7,157,0,0,0,1,
9070,0.9,151,0,0,1,0,
10055,0.31,104,0,0,0,1,
11441,0.61,134,0,0,0,1,
4179,0.95,163,0,0,0,1,0.0
12137,0.42,129,0,0,1,0,
1811,0.45,150,0,0,1,0,0.0
10428,0.63,134,0,0,0,1,
2666,0.86,256,0,0,1,0,0.0
12239,0.1,254,0,0,1,0,
7193,0.66,163,0,0,1,0,
7279,0.46,148,0,0,1,0,
3347,0.45,275,0,0,0,1,0.0
5500,0.76,149,0,0,0,1,
5517,0.96,201,0,1,0,0,
9836,0.91,193,0,0,1,0,
373,0.36,142,0,0,0,1,0.0
14554,0.41,143,0,0,0,1,
11879,0.78,256,0,0,0,1,
5632,0.3,104,0,1,0,0,
6472,0.14,221,0,0,1,0,
12048,0.4,148,0,0,1,0,
8714,0.2,190,0,0,1,0,
349,0.4,149,0,0,0,1,0.0
11994,0.22,193,1,1,0,0,
10999,0.79,156,0,0,1,0,
12950,0.69,196,0,0,0,1,
11432,0.91,238,0,0,1,0,
14619,0.91,246,0,0,1,0,
10384,0.56,216,0,0,1,0,
2967,0.58,187,0,0,1,0,1.0
6800,0.63,205,0,0,0,1,
11752,0.78,209,0,0,0,1,
4724,1.0,245,0,0,1,0,
6115,0.63,169,0,1,0,0,
1249,0.1,284,0,0,1,0,0.0
12812,0.85,208,0,0,1,0,
771,0.1,309,0,0,0,1,0.0
9878,0.23,150,0,0,1,0,
4534,0.7,225,0,0,1,0,
11404,0.69,149,1,0,0,1,
12144,0.84,267,0,0,1,0,
8245,0.5,192,0,0,1,0,
1108,0.1,297,0,0,1,0,0.0
6810,0.55,191,0,0,1,0,
79,0.39,142,0,0,1,0,0.0
411,0.84,262,0,0,0,1,0.0
14805,0.1,255,0,0,1,0,
526,0.41,144,0,0,1,0,0.0
2417,0.48,242,0,0,0,1,0.0
13516,0.97,118,0,0,1,0,
9364,0.82,149,0,0,1,0,
4402,0.89,184,0,0,1,0,0.0
14332,0.4,135,0,0,1,0,
6855,0.76,253,0,0,1,0,
6097,0.62,180,0,1,0,0,
13483,0.66,161,1,0,0,1,
4037,0.86,188,0,0,0,1,0.0
8317,0.93,140,0,1,0,0,
6091,0.71,201,0,0,0,1,
9825,0.87,224,0,0,1,0,
8411,1.0,270,0,0,1,0,
10135,1.0,247,0,0,1,0,
8494,0.52,153,0,0,0,1,
14747,0.11,305,0,0,0,1,
12937,0.13,189,0,0,1,0,
266,0.11,286,0,0,0,1,0.0
13910,0.5,258,0,0,1,0,
11996,0.74,266,1,1,0,0,
12952,0.62,261,0,0,0,1,
1048,0.44,132,0,0,1,0,0.0
3590,0.64,212,0,0,1,0,0.0
8957,0.43,221,0,0,0,1,
12559,0.11,296,0,0,1,0,
10624,0.51,130,0,0,0,1,
13913,0.87,174,0,0,1,0,
3199,0.18,185,0,1,0,0,0.0
10814,0.88,177,0,0,1,0,
5369,0.76,172,0,0,0,1,
3097,0.73,210,0,0,1,0,0.0
4978,0.97,270,0,0,0,1,
7170,0.74,232,0,0,1,0,
7283,0.75,169,0,0,1,0,
10484,0.71,271,0,0,0,1,
8394,0.65,240,0,0,0,1,
220,0.1,286,0,0,1,0,0.0
6137,0.92,258,0,0,0,1,
4024,0.35,157,0,0,1,0,1.0
6931,0.61,188,0,0,1,0,
1121,0.38,147,0,0,0,1,0.0
914,0.89,275,0,0,1,0,0.0
1457,0.1,248,0,0,1,0,0.0
6154,0.73,251,0,0,1,0,
2743,0.62,149,0,0,1,0,0.0
6430,0.63,141,0,0,0,1,
13372,0.69,252,0,0,0,1,
11548,0.65,184,0,0,0,1,
6725,0.66,278,0,0,0,1,
13992,0.51,180,0,0,1,0,
366,0.1,258,0,0,1,0,0.0
11469,0.91,169,0,0,1,0,
8757,0.49,196,0,0,0,1,
8137,0.99,205,0,0,1,0,
14811,0.77,259,0,0,1,0,
6011,0.56,237,0,0,0,1,
1220,0.36,137,0,0,1,0,0.0
5767,0.59,191,0,0,1,0,
14907,0.8,267,0,0,0,1,
295,0.38,146,0,0,0,1,1.0
12966,0.29,183,0,0,1,0,
687,0.09,254,0,0,0,1,0.0
5950,0.22,284,0,0,1,0,
10945,0.24,210,0,0,1,0,
4902,0.21,215,0,0,0,1,
13222,0.21,238,0,0,0,1,
3952,0.69,214,0,0,1,0,0.0
6796,0.56,206,0,0,1,0,
4715,0.63,160,0,0,1,0,
9708,0.47,120,0,1,0,0,
2044,0.98,196,0,0,1,0,0.0
11253,0.94,273,0,1,0,0,
1793,0.43,143,0,0,0,1,0.0
3909,0.62,146,0,0,1,0,0.0
1796,0.88,234,0,0,1,0,0.0
94,0.09,255,0,0,1,0,0.0
13609,0.84,210,0,0,0,1,
3643,1.0,205,0,0,0,1,0.0
2840,0.42,227,0,0,0,1,0.0
13089,1.0,201,0,0,1,0,
4002,0.34,123,0,0,0,1,0.0
3451,0.72,216,0,0,1,0,0.0
9980,0.53,201,0,0,0,1,
11124,0.29,271,0,0,0,1,
7277,0.55,185,0,0,1,0,
9160,0.23,149,0,0,1,0,
11553,0.96,164,0,0,0,1,
11878,0.68,238,0,0,0,1,
3031,0.98,134,0,0,0,1,0.0
7001,0.63,215,0,0,0,1,
13706,0.77,170,0,0,1,0,
5281,0.68,143,0,0,0,1,
7086,0.57,252,0,0,1,0,
10487,0.56,198,0,0,1,0,
2881,0.2,213,0,0,1,0,1.0
12189,0.44,156,0,1,0,0,
5698,0.71,250,0,0,1,0,
11004,0.83,155,0,0,1,0,
2903,0.3,280,0,0,1,0,0.0
8188,0.78,268,0,0,0,1,
11554,0.66,254,0,0,0,1,
3078,0.93,172,0,0,0,1,0.0
13224,0.51,198,0,0,0,1,
12374,0.86,254,0,0,0,1,
4159,0.9,258,0,0,0,1,0.0
7865,0.85,216,0,0,1,0,
13460,0.75,222,0,0,0,1,
14677,0.37,134,0,0,0,1,
7339,0.51,187,0,0,1,0,
12720,0.42,139,0,0,1,0,
14977,0.81,251,0,0,0,1,
9256,0.83,149,0,0,1,0,
14777,0.11,310,0,0,1,0,
12818,0.75,117,0,0,0,1,
12440,0.41,139,0,0,1,0,
3576,0.57,262,0,0,0,1,0.0
4435,0.95,182,0,0,1,0,0.0
10608,0.96,225,0,0,0,1,
7595,0.81,231,0,0,1,0,
11762,0.81,270,0,0,0,1,
5793,0.8,271,0,0,0,1,
4189,0.61,217,0,0,0,1,0.0
